date,service,ridership
2022-04-04,intercity,980
2022-04-05,intercity,780
2022-04-06,intercity,730
2022-04-07,intercity,1074
2022-04-08,intercity,869
2022-04-09,intercity,1140
2022-04-10,intercity,1126
2022-04-11,intercity,654
2022-04-12,intercity,633
2022-04-13,intercity,594
2022-04-14,intercity,1193
2022-04-15,intercity,1076
2022-04-16,intercity,1330
2022-04-17,intercity,1112
2022-04-18,intercity,814
2022-04-19,intercity,808
2022-04-20,intercity,797
2022-04-21,intercity,1087
2022-04-22,intercity,978
2022-04-23,intercity,1331
2022-04-24,intercity,1205
2022-04-25,intercity,1112
2022-04-26,intercity,1234
2022-04-27,intercity,1611
2022-04-28,intercity,2523
2022-04-29,intercity,3167
2022-04-30,intercity,3437
2022-05-01,intercity,3338
2022-05-02,intercity,2182
2022-05-03,intercity,2861
2022-05-04,intercity,4266
2022-05-05,intercity,4676
2022-05-06,intercity,4507
2022-05-07,intercity,4952
2022-05-08,intercity,3768
2022-05-09,intercity,1964
2022-05-10,intercity,1790
2022-05-11,intercity,1765
2022-05-12,intercity,2307
2022-05-13,intercity,3077
2022-05-14,intercity,4352
2022-05-15,intercity,4442
2022-05-16,intercity,2841
2022-05-17,intercity,1476
2022-05-18,intercity,1366
2022-05-19,intercity,1915
2022-05-20,intercity,3106
2022-05-21,intercity,4024
2022-05-22,intercity,3132
2022-05-23,intercity,2607
2022-05-24,intercity,1414
2022-05-25,intercity,1358
2022-05-26,intercity,2266
2022-05-27,intercity,3563
2022-05-28,intercity,4225
2022-05-29,intercity,3222
2022-05-30,intercity,1603
2022-05-31,intercity,1459
2022-06-01,intercity,1851
2022-06-02,intercity,2754
2022-06-03,intercity,4440
2022-06-04,intercity,5992
2022-06-05,intercity,6064
2022-06-06,intercity,6904
2022-06-07,intercity,5729
2022-06-08,intercity,5540
2022-06-09,intercity,5850
2022-06-10,intercity,6374
2022-06-11,intercity,6515
2022-06-12,intercity,3500
2022-06-13,intercity,1954
2022-06-14,intercity,1852
2022-06-15,intercity,2439
2022-06-16,intercity,2489
2022-06-17,intercity,3877
2022-06-18,intercity,5584
2022-06-19,intercity,3817
2022-06-20,intercity,1995
2022-06-21,intercity,1805
2022-06-22,intercity,2190
2022-06-23,intercity,3197
2022-06-24,intercity,4465
2022-06-25,intercity,6175
2022-06-26,intercity,3773
2022-06-27,intercity,2274
2022-06-28,intercity,2244
2022-06-29,intercity,1931
2022-06-30,intercity,3152
2022-07-01,intercity,4438
2022-07-02,intercity,5878
2022-07-03,intercity,3863
2022-07-04,intercity,2681
2022-07-05,intercity,2291
2022-07-06,intercity,2160
2022-07-07,intercity,3751
2022-07-08,intercity,5529
2022-07-09,intercity,4328
2022-07-10,intercity,2780
2022-07-11,intercity,5219
2022-07-12,intercity,4998
2022-07-13,intercity,3542
2022-07-14,intercity,3907
2022-07-15,intercity,4489
2022-07-16,intercity,5769
2022-07-17,intercity,3824
2022-07-18,intercity,2362
2022-07-19,intercity,2090
2022-07-20,intercity,2389
2022-07-21,intercity,3194
2022-07-22,intercity,4361
2022-07-23,intercity,5638
2022-07-24,intercity,3949
2022-07-25,intercity,2562
2022-07-26,intercity,2156
2022-07-27,intercity,2581
2022-07-28,intercity,3424
2022-07-29,intercity,4714
2022-07-30,intercity,6443
2022-07-31,intercity,6296
2022-08-01,intercity,3312
2022-08-02,intercity,2093
2022-08-03,intercity,2751
2022-08-04,intercity,2947
2022-08-05,intercity,4336
2022-08-06,intercity,5930
2022-08-07,intercity,4094
2022-08-08,intercity,2266
2022-08-09,intercity,2202
2022-08-10,intercity,2257
2022-08-11,intercity,2920
2022-08-12,intercity,4333
2022-08-13,intercity,6147
2022-08-14,intercity,4233
2022-08-15,intercity,1886
2022-08-16,intercity,1954
2022-08-17,intercity,2107
2022-08-18,intercity,2642
2022-08-19,intercity,4182
2022-08-20,intercity,5786
2022-08-21,intercity,3791
2022-08-22,intercity,2416
2022-08-23,intercity,1912
2022-08-24,intercity,2345
2022-08-25,intercity,3441
2022-08-26,intercity,4047
2022-08-27,intercity,5856
2022-08-28,intercity,3663
2022-08-29,intercity,2508
2022-08-30,intercity,3550
2022-08-31,intercity,6002
2022-09-01,intercity,5239
2022-09-02,intercity,5180
2022-09-03,intercity,6477
2022-09-04,intercity,6130
2022-09-05,intercity,6412
2022-09-06,intercity,6219
2022-09-07,intercity,6745
2022-09-08,intercity,6589
2022-09-09,intercity,7136
2022-09-10,intercity,6768
2022-09-11,intercity,4960
2022-09-12,intercity,2984
2022-09-13,intercity,2455
2022-09-14,intercity,2978
2022-09-15,intercity,4401
2022-09-16,intercity,6312
2022-09-17,intercity,6694
2022-09-18,intercity,5746
2022-09-19,intercity,2618
2022-09-20,intercity,2480
2022-09-21,intercity,2969
2022-09-22,intercity,4075
2022-09-23,intercity,4610
2022-09-24,intercity,6488
2022-09-25,intercity,4234
2022-09-26,intercity,2591
2022-09-27,intercity,2420
2022-09-28,intercity,2505
2022-09-29,intercity,3275
2022-09-30,intercity,4658
2022-10-01,intercity,6221
2022-10-02,intercity,4578
2022-10-03,intercity,2806
2022-10-04,intercity,2396
2022-10-05,intercity,2969
2022-10-06,intercity,4106
2022-10-07,intercity,5203
2022-10-08,intercity,6690
2022-10-09,intercity,7108
2022-10-10,intercity,4271
2022-10-11,intercity,2186
2022-10-12,intercity,2767
2022-10-13,intercity,3388
2022-10-14,intercity,4460
2022-10-15,intercity,5511
2022-10-16,intercity,4180
2022-10-17,intercity,2357
2022-10-18,intercity,2540
2022-10-19,intercity,2976
2022-10-20,intercity,4202
2022-10-21,intercity,6370
2022-10-22,intercity,6499
2022-10-23,intercity,6435
2022-10-24,intercity,7648
2022-10-25,intercity,5830
2022-10-26,intercity,3651
2022-10-27,intercity,4008
2022-10-28,intercity,4359
2022-10-29,intercity,6046
2022-10-30,intercity,3698
2022-10-31,intercity,1951
2022-11-01,intercity,1786
2022-11-02,intercity,1785
2022-11-03,intercity,3090
2022-11-04,intercity,4106
2022-11-05,intercity,5070
2022-11-06,intercity,3775
2022-11-07,intercity,1955
2022-11-08,intercity,1662
2022-11-09,intercity,2431
2022-11-10,intercity,3611
2022-11-11,intercity,4213
2022-11-12,intercity,5230
2022-11-13,intercity,4109
2022-11-14,intercity,2223
2022-11-15,intercity,2123
2022-11-16,intercity,3202
2022-11-17,intercity,4817
2022-11-18,intercity,6553
2022-11-19,intercity,3896
2022-11-20,intercity,6937
2022-11-21,intercity,3748
2022-11-22,intercity,2460
2022-11-23,intercity,2145
2022-11-24,intercity,3121
2022-11-25,intercity,3657
2022-11-26,intercity,5619
2022-11-27,intercity,4608
2022-11-28,intercity,4831
2022-11-29,intercity,1994
2022-11-30,intercity,1859
2022-12-01,intercity,3413
2022-12-02,intercity,3748
2022-12-03,intercity,5210
2022-12-04,intercity,4056
2022-12-05,intercity,2513
2022-12-06,intercity,2198
2022-12-07,intercity,2603
2022-12-08,intercity,3653
2022-12-09,intercity,5088
2022-12-10,intercity,5581
2022-12-11,intercity,5177
2022-12-12,intercity,4838
2022-12-13,intercity,4256
2022-12-14,intercity,3915
2022-12-15,intercity,4927
2022-12-16,intercity,4630
2022-12-17,intercity,5526
2022-12-18,intercity,5712
2022-12-19,intercity,3732
2022-12-20,intercity,3583
2022-12-21,intercity,3934
2022-12-22,intercity,4620
2022-12-23,intercity,5156
2022-12-24,intercity,5699
2022-12-25,intercity,6016
2022-12-26,intercity,6630
2022-12-27,intercity,5187
2022-12-28,intercity,5351
2022-12-29,intercity,5836
2022-12-30,intercity,6099
2022-12-31,intercity,5914
2023-01-01,intercity,3994
2023-01-02,intercity,4221
2023-01-03,intercity,1906
2023-01-04,intercity,1824
2023-01-05,intercity,2622
2023-01-06,intercity,3071
2023-01-07,intercity,4427
2023-01-08,intercity,3181
2023-01-09,intercity,1589
2023-01-10,intercity,1651
2023-01-11,intercity,1780
2023-01-12,intercity,2612
2023-01-13,intercity,2932
2023-01-14,intercity,4541
2023-01-15,intercity,3216
2023-01-16,intercity,1763
2023-01-17,intercity,1704
2023-01-18,intercity,2616
2023-01-19,intercity,4828
2023-01-20,intercity,5615
2023-01-21,intercity,6528
2023-01-22,intercity,7214
2023-01-23,intercity,7248
2023-01-24,intercity,6216
2023-01-25,intercity,4264
2023-01-26,intercity,4112
2023-01-27,intercity,4285
2023-01-28,intercity,5052
2023-01-29,intercity,4053
2023-01-30,intercity,2373
2023-01-31,intercity,2600
2023-02-01,intercity,2138
2023-02-02,intercity,3870
2023-02-03,intercity,4174
2023-02-04,intercity,5979
2023-02-05,intercity,4980
2023-02-06,intercity,2815
2023-02-07,intercity,2150
2023-02-08,intercity,2349
2023-02-09,intercity,3251
2023-02-10,intercity,4134
2023-02-11,intercity,5379
2023-02-12,intercity,4168
2023-02-13,intercity,2386
2023-02-14,intercity,2320
2023-02-15,intercity,2417
2023-02-16,intercity,3035
2023-02-17,intercity,4992
2023-02-18,intercity,5717
2023-02-19,intercity,5432
2023-02-20,intercity,3947
2023-02-21,intercity,4417
2023-02-22,intercity,3812
2023-02-23,intercity,4797
2023-02-24,intercity,5646
2023-02-25,intercity,6386
2023-02-26,intercity,5968
2023-02-27,intercity,4704
2023-02-28,intercity,4699
2023-03-01,intercity,4867
2023-03-02,intercity,4893
2023-03-03,intercity,5371
2023-03-04,intercity,6679
2023-03-05,intercity,5644
2023-03-06,intercity,4889
2023-03-07,intercity,4579
2023-03-08,intercity,5084
2023-03-09,intercity,4907
2023-03-10,intercity,6068
2023-03-11,intercity,6628
2023-03-12,intercity,6513
2023-03-13,intercity,5281
2023-03-14,intercity,5219
2023-03-15,intercity,4948
2023-03-16,intercity,4827
2023-03-17,intercity,5571
2023-03-18,intercity,5700
2023-03-19,intercity,3733
2023-03-20,intercity,2547
2023-03-21,intercity,2432
2023-03-22,intercity,2657
2023-03-23,intercity,3283
2023-03-24,intercity,2505
2023-03-25,intercity,2892
2023-03-26,intercity,3458
2023-03-27,intercity,1700
2023-03-28,intercity,1368
2023-03-29,intercity,1184
2023-03-30,intercity,2172
2023-03-31,intercity,2339
2023-04-01,intercity,2980
2023-04-02,intercity,2426
2023-04-03,intercity,1615
2023-04-04,intercity,1283
2023-04-05,intercity,1375
2023-04-06,intercity,3442
2023-04-07,intercity,2722
2023-04-08,intercity,2742
2023-04-09,intercity,3697
2023-04-10,intercity,1792
2023-04-11,intercity,1345
2023-04-12,intercity,1441
2023-04-13,intercity,2670
2023-04-14,intercity,3019
2023-04-15,intercity,2903
2023-04-16,intercity,2557
2023-04-17,intercity,2193
2023-04-18,intercity,3752
2023-04-19,intercity,4607
2023-04-20,intercity,5185
2023-04-21,intercity,3091
2023-04-22,intercity,2869
2023-04-23,intercity,4434
2023-04-24,intercity,5442
2023-04-25,intercity,5800
2023-04-26,intercity,5403
2023-04-27,intercity,5411
2023-04-28,intercity,5362
2023-04-29,intercity,5247
2023-04-30,intercity,5203
2023-05-01,intercity,6375
2023-05-02,intercity,2735
2023-05-03,intercity,3181
2023-05-04,intercity,4912
2023-05-05,intercity,3939
2023-05-06,intercity,4641
2023-05-07,intercity,3613
2023-05-08,intercity,2475
2023-05-09,intercity,1964
2023-05-10,intercity,2117
2023-05-11,intercity,2864
2023-05-12,intercity,4186
2023-05-13,intercity,4294
2023-05-14,intercity,3216
2023-05-15,intercity,2119
2023-05-16,intercity,1853
2023-05-17,intercity,1967
2023-05-18,intercity,2764
2023-05-19,intercity,4096
2023-05-20,intercity,4614
2023-05-21,intercity,3997
2023-05-22,intercity,2916
2023-05-23,intercity,1731
2023-05-24,intercity,1936
2023-05-25,intercity,3658
2023-05-26,intercity,6015
2023-05-27,intercity,6462
2023-05-28,intercity,6025
2023-05-29,intercity,5964
2023-05-30,intercity,5815
2023-05-31,intercity,5327
2023-06-01,intercity,5906
2023-06-02,intercity,6986
2023-06-03,intercity,6987
2023-06-04,intercity,5930
2023-06-05,intercity,6923
2023-06-06,intercity,2371
2023-06-07,intercity,2122
2023-06-08,intercity,2778
2023-06-09,intercity,4491
2023-06-10,intercity,5360
2023-06-11,intercity,3900
2023-06-12,intercity,2212
2023-06-13,intercity,1753
2023-06-14,intercity,2188
2023-06-15,intercity,2938
2023-06-16,intercity,4510
2023-06-17,intercity,5323
2023-06-18,intercity,3545
2023-06-19,intercity,2249
2023-06-20,intercity,2308
2023-06-21,intercity,1978
2023-06-22,intercity,3011
2023-06-23,intercity,4752
2023-06-24,intercity,5145
2023-06-25,intercity,3750
2023-06-26,intercity,2891
2023-06-27,intercity,5196
2023-06-28,intercity,5299
2023-06-29,intercity,3294
2023-06-30,intercity,5435
2023-07-01,intercity,6850
2023-07-02,intercity,5692
2023-07-03,intercity,3132
2023-07-04,intercity,2584
2023-07-05,intercity,2381
2023-07-06,intercity,3021
2023-07-07,intercity,5091
2023-07-08,intercity,5393
2023-07-09,intercity,3916
2023-07-10,intercity,2422
2023-07-11,intercity,2172
2023-07-12,intercity,2233
2023-07-13,intercity,3056
2023-07-14,intercity,4906
2023-07-15,intercity,6053
2023-07-16,intercity,4111
2023-07-17,intercity,2364
2023-07-18,intercity,2741
2023-07-19,intercity,4970
2023-07-20,intercity,3151
2023-07-21,intercity,4693
2023-07-22,intercity,5186
2023-07-23,intercity,4274
2023-07-24,intercity,2063
2023-07-25,intercity,2608
2023-07-26,intercity,2140
2023-07-27,intercity,3744
2023-07-28,intercity,4990
2023-07-29,intercity,5756
2023-07-30,intercity,4793
2023-07-31,intercity,2902
2023-08-01,intercity,1975
2023-08-02,intercity,2438
2023-08-03,intercity,3028
2023-08-04,intercity,4434
2023-08-05,intercity,5461
2023-08-06,intercity,4103
2023-08-07,intercity,2261
2023-08-08,intercity,2304
2023-08-09,intercity,2553
2023-08-10,intercity,3980
2023-08-11,intercity,4631
2023-08-12,intercity,5396
2023-08-13,intercity,5468
2023-08-14,intercity,2700
2023-08-15,intercity,2198
2023-08-16,intercity,2058
2023-08-17,intercity,3262
2023-08-18,intercity,4376
2023-08-19,intercity,5743
2023-08-20,intercity,3727
2023-08-21,intercity,2163
2023-08-22,intercity,2293
2023-08-23,intercity,3754
2023-08-24,intercity,4551
2023-08-25,intercity,5561
2023-08-26,intercity,6591
2023-08-27,intercity,6267
2023-08-28,intercity,6041
2023-08-29,intercity,6221
2023-08-30,intercity,6970
2023-08-31,intercity,7586
2023-09-01,intercity,7027
2023-09-02,intercity,7291
2023-09-03,intercity,5193
2023-09-04,intercity,2712
2023-09-05,intercity,2271
2023-09-06,intercity,2274
2023-09-07,intercity,3468
2023-09-08,intercity,5232
2023-09-09,intercity,5771
2023-09-10,intercity,4407
2023-09-11,intercity,2582
2023-09-12,intercity,2354
2023-09-13,intercity,2240
2023-09-14,intercity,4070
2023-09-15,intercity,5692
2023-09-16,intercity,6833
2023-09-17,intercity,5676
2023-09-18,intercity,2497
2023-09-19,intercity,2372
2023-09-20,intercity,2259
2023-09-21,intercity,3264
2023-09-22,intercity,4686
2023-09-23,intercity,5627
2023-09-24,intercity,4323
2023-09-25,intercity,2441
2023-09-26,intercity,2703
2023-09-27,intercity,4988
2023-09-28,intercity,6752
2023-09-29,intercity,6187
2023-09-30,intercity,6844
2023-10-01,intercity,6145
2023-10-02,intercity,2919
2023-10-03,intercity,2417
2023-10-04,intercity,2273
2023-10-05,intercity,3720
2023-10-06,intercity,5217
2023-10-07,intercity,6350
2023-10-08,intercity,5047
2023-10-09,intercity,2635
2023-10-10,intercity,2811
2023-10-11,intercity,2684
2023-10-12,intercity,4503
2023-10-13,intercity,5091
2023-10-14,intercity,6368
2023-10-15,intercity,4246
2023-10-16,intercity,2451
2023-10-17,intercity,2219
2023-10-18,intercity,2397
2023-10-19,intercity,3579
2023-10-20,intercity,4912
2023-10-21,intercity,6357
2023-10-22,intercity,4221
2023-10-23,intercity,2330
2023-10-24,intercity,2003
2023-10-25,intercity,2157
2023-10-26,intercity,5392
2023-10-27,intercity,5437
2023-10-28,intercity,6632
2023-10-29,intercity,4622
2023-10-30,intercity,2174
2023-10-31,intercity,1998
2023-11-01,intercity,2152
2023-11-02,intercity,3326
2023-11-03,intercity,5203
2023-11-04,intercity,6512
2023-11-05,intercity,4178
2023-11-06,intercity,2238
2023-11-07,intercity,2359
2023-11-08,intercity,2948
2023-11-09,intercity,5272
2023-11-10,intercity,7146
2023-11-11,intercity,7541
2023-11-12,intercity,7846
2023-11-13,intercity,7495
2023-11-14,intercity,4201
2023-11-15,intercity,2916
2023-11-16,intercity,4196
2023-11-17,intercity,5024
2023-11-18,intercity,6007
2023-11-19,intercity,4572
2023-11-20,intercity,2505
2023-11-21,intercity,2115
2023-11-22,intercity,2267
2023-11-23,intercity,3841
2023-11-24,intercity,4061
2023-11-25,intercity,5053
2023-11-26,intercity,4030
2023-11-27,intercity,2539
2023-11-28,intercity,2483
2023-11-29,intercity,2644
2023-11-30,intercity,3768
2023-12-01,intercity,4194
2023-12-02,intercity,5176
2023-12-03,intercity,4031
2023-12-04,intercity,2220
2023-12-05,intercity,2205
2023-12-06,intercity,2509
2023-12-07,intercity,3609
2023-12-08,intercity,4416
2023-12-09,intercity,5148
2023-12-10,intercity,4253
2023-12-11,intercity,3136
2023-12-12,intercity,2348
2023-12-13,intercity,2841
2023-12-14,intercity,4116
2023-12-15,intercity,4844
2023-12-16,intercity,5348
2023-12-17,intercity,5466
2023-12-18,intercity,5256
2023-12-19,intercity,4829
2023-12-20,intercity,5368
2023-12-21,intercity,6083
2023-12-22,intercity,6187
2023-12-23,intercity,6415
2023-12-24,intercity,6555
2023-12-25,intercity,6569
2023-12-26,intercity,5088
2023-12-27,intercity,4869
2023-12-28,intercity,5269
2023-12-29,intercity,5308
2023-12-30,intercity,5371
2023-12-31,intercity,5312
2024-01-01,intercity,5484
2024-01-02,intercity,2428
2024-01-03,intercity,1876
2024-01-04,intercity,2584
2024-01-05,intercity,3450
2024-01-06,intercity,4283
2024-01-07,intercity,3597
2024-01-08,intercity,1981
2024-01-09,intercity,1806
2024-01-10,intercity,1886
2024-01-11,intercity,2971
2024-01-12,intercity,3683
2024-01-13,intercity,4623
2024-01-14,intercity,3435
2024-01-15,intercity,2226
2024-01-16,intercity,1870
2024-01-17,intercity,2106
2024-01-18,intercity,3076
2024-01-19,intercity,3895
2024-01-20,intercity,4875
2024-01-21,intercity,3837
2024-01-22,intercity,2294
2024-01-23,intercity,2027
2024-01-24,intercity,3584
2024-01-25,intercity,4426
2024-01-26,intercity,4300
2024-01-27,intercity,5352
2024-01-28,intercity,4265
2024-01-29,intercity,2636
2024-01-30,intercity,2019
2024-01-31,intercity,2610
2024-02-01,intercity,3600
2024-02-02,intercity,3875
2024-02-03,intercity,4999
2024-02-04,intercity,4198
2024-02-05,intercity,2328
2024-02-06,intercity,2924
2024-02-07,intercity,3661
2024-02-08,intercity,5525
2024-02-09,intercity,6319
2024-02-10,intercity,7044
2024-02-11,intercity,6924
2024-02-12,intercity,7065
2024-02-13,intercity,5465
2024-02-14,intercity,5210
2024-02-15,intercity,5396
2024-02-16,intercity,5947
2024-02-17,intercity,6230
2024-02-18,intercity,5742
2024-02-19,intercity,4574
2024-02-20,intercity,4794
2024-02-21,intercity,4805
2024-02-22,intercity,5160
2024-02-23,intercity,6117
2024-02-24,intercity,6558
2024-02-25,intercity,6295
2024-02-26,intercity,5325
2024-02-27,intercity,4935
2024-02-28,intercity,5150
2024-02-29,intercity,5987
2024-03-01,intercity,6444
2024-03-02,intercity,6776
2024-03-03,intercity,6357
2024-03-04,intercity,4866
2024-03-05,intercity,4820
2024-03-06,intercity,4573
2024-03-07,intercity,5035
2024-03-08,intercity,5752
2024-03-09,intercity,5973
2024-03-10,intercity,4571
2024-03-11,intercity,2643
2024-03-12,intercity,2108
2024-03-13,intercity,1723
2024-03-14,intercity,2596
2024-03-15,intercity,2825
2024-03-16,intercity,3118
2024-03-17,intercity,3009
2024-03-18,intercity,1628
2024-03-19,intercity,1515
2024-03-20,intercity,1420
2024-03-21,intercity,2601
2024-03-22,intercity,2613
2024-03-23,intercity,2916
2024-03-24,intercity,2768
2024-03-25,intercity,1698
2024-03-26,intercity,1542
2024-03-27,intercity,2805
2024-03-28,intercity,2919
2024-03-29,intercity,2696
2024-03-30,intercity,3609
2024-03-31,intercity,3085
2024-04-01,intercity,2319
2024-04-02,intercity,1808
2024-04-03,intercity,1899
2024-04-04,intercity,3865
2024-04-05,intercity,4119
2024-04-06,intercity,4146
2024-04-07,intercity,4953
2024-04-08,intercity,4771
2024-04-09,intercity,4054
2024-04-10,intercity,3195
2024-04-11,intercity,5361
2024-04-12,intercity,5759
2024-04-13,intercity,6172
2024-04-14,intercity,6032
2024-04-15,intercity,3425
2024-04-16,intercity,2823
2024-04-17,intercity,2410
2024-04-18,intercity,3211
2024-04-19,intercity,3719
2024-04-20,intercity,4369
2024-04-21,intercity,3530
2024-04-22,intercity,2286
2024-04-23,intercity,2184
2024-04-24,intercity,2276
2024-04-25,intercity,3557
2024-04-26,intercity,4370
2024-04-27,intercity,4761
2024-04-28,intercity,3961
2024-04-29,intercity,2092
2024-04-30,intercity,3632
2024-05-01,intercity,5165
2024-05-02,intercity,3078
2024-05-03,intercity,4105
2024-05-04,intercity,4833
2024-05-05,intercity,3545
2024-05-06,intercity,2187
2024-05-07,intercity,1998
2024-05-08,intercity,2136
2024-05-09,intercity,3195
2024-05-10,intercity,4523
2024-05-11,intercity,5465
2024-05-12,intercity,4151
2024-05-13,intercity,2237
2024-05-14,intercity,1929
2024-05-15,intercity,2041
2024-05-16,intercity,2789
2024-05-17,intercity,4319
2024-05-18,intercity,5299
2024-05-19,intercity,3928
2024-05-20,intercity,2188
2024-05-21,intercity,2744
2024-05-22,intercity,5262
2024-05-23,intercity,4292
2024-05-24,intercity,5555
2024-05-25,intercity,6407
2024-05-26,intercity,6481
2024-05-27,intercity,5413
2024-05-28,intercity,5898
2024-05-29,intercity,5985
2024-05-30,intercity,6660
2024-05-31,intercity,6692
2024-06-01,intercity,7151
2024-06-02,intercity,7281
2024-06-03,intercity,7169
2024-06-04,intercity,2405
2024-06-05,intercity,2211
2024-06-06,intercity,2910
2024-06-07,intercity,4623
2024-06-08,intercity,5362
2024-06-09,intercity,3991
2024-06-10,intercity,2672
2024-06-11,intercity,2337
2024-06-12,intercity,2825
2024-06-13,intercity,4624
2024-06-14,intercity,6127
2024-06-15,intercity,6488
2024-06-16,intercity,5042
2024-06-17,intercity,4127
2024-06-18,intercity,5867
2024-06-19,intercity,4231
2024-06-20,intercity,3729
2024-06-21,intercity,4827
2024-06-22,intercity,5564
2024-06-23,intercity,4503
2024-06-24,intercity,2569
2024-06-25,intercity,2556
2024-06-26,intercity,2342
2024-06-27,intercity,3724
2024-06-28,intercity,5080
2024-06-29,intercity,5499
2024-06-30,intercity,4363
2024-07-01,intercity,2444
2024-07-02,intercity,2259
2024-07-03,intercity,2236
2024-07-04,intercity,3932
2024-07-05,intercity,5605
2024-07-06,intercity,7094
2024-07-07,intercity,6866
2024-07-08,intercity,4855
2024-07-09,intercity,2779
2024-07-10,intercity,2307
2024-07-11,intercity,3610
2024-07-12,intercity,4595
2024-07-13,intercity,5563
2024-07-14,intercity,4100
2024-07-15,intercity,2525
2024-07-16,intercity,2240
2024-07-17,intercity,2785
2024-07-18,intercity,3611
2024-07-19,intercity,5261
2024-07-20,intercity,5943
2024-07-21,intercity,4775
2024-07-22,intercity,2797
2024-07-23,intercity,2637
2024-07-24,intercity,2562
2024-07-25,intercity,3957
2024-07-26,intercity,4804
2024-07-27,intercity,5919
2024-07-28,intercity,4733
2024-07-29,intercity,2862
2024-07-30,intercity,3523
2024-07-31,intercity,2168
2024-08-01,intercity,4029
2024-08-02,intercity,4985
2024-08-03,intercity,6146
2024-08-04,intercity,4795
2024-08-05,intercity,2581
2024-08-06,intercity,2264
2024-08-07,intercity,2696
2024-08-08,intercity,4359
2024-08-09,intercity,5377
2024-08-10,intercity,6059
2024-08-11,intercity,5480
2024-08-12,intercity,3180
2024-08-13,intercity,2646
2024-08-14,intercity,2406
2024-08-15,intercity,4174
2024-08-16,intercity,5320
2024-08-17,intercity,5706
2024-08-18,intercity,4415
2024-08-19,intercity,2633
2024-08-20,intercity,2577
2024-08-21,intercity,2460
2024-08-22,intercity,3738
2024-08-23,intercity,5148
2024-08-24,intercity,6161
2024-08-25,intercity,5130
2024-08-26,intercity,2801
2024-08-27,intercity,2243
2024-08-28,intercity,2489
2024-08-29,intercity,4625
2024-08-30,intercity,5487
2024-08-31,intercity,6475
2024-09-01,intercity,5835
2024-09-02,intercity,2817
2024-09-03,intercity,2889
2024-09-04,intercity,2720
2024-09-05,intercity,3295
2024-09-06,intercity,5141
2024-09-07,intercity,5897
2024-09-08,intercity,5225
2024-09-09,intercity,2493
2024-09-10,intercity,2926
2024-09-11,intercity,3067
2024-09-12,intercity,4762
2024-09-13,intercity,5821
2024-09-14,intercity,6918
2024-09-15,intercity,7107
2024-09-16,intercity,7519
2024-09-17,intercity,6349
2024-09-18,intercity,6454
2024-09-19,intercity,6599
2024-09-20,intercity,6395
2024-09-21,intercity,6474
2024-09-22,intercity,4741
2024-09-23,intercity,2956
2024-09-24,intercity,2539
2024-09-25,intercity,2724
2024-09-26,intercity,4473
2024-09-27,intercity,5256
2024-09-28,intercity,6172
2024-09-29,intercity,5830
2024-09-30,intercity,4455
2024-10-01,intercity,2586
2024-10-02,intercity,2858
2024-10-03,intercity,3932
2024-10-04,intercity,4993
2024-10-05,intercity,6154
2024-10-06,intercity,4991
2024-10-07,intercity,2673
2024-10-08,intercity,2352
2024-10-09,intercity,2569
2024-10-10,intercity,4051
2024-10-11,intercity,5145
2024-10-12,intercity,6206
2024-10-13,intercity,4572
2024-10-14,intercity,2494
2024-10-15,intercity,2385
2024-10-16,intercity,2445
2024-10-17,intercity,4149
2024-10-18,intercity,4908
2024-10-19,intercity,6155
2024-10-20,intercity,4208
2024-10-21,intercity,2203
2024-10-22,intercity,2595
2024-10-23,intercity,2622
2024-10-24,intercity,3730
2024-10-25,intercity,5230
2024-10-26,intercity,6035
2024-10-27,intercity,4949
2024-10-28,intercity,3111
2024-10-29,intercity,4980
2024-10-30,intercity,6489
2024-10-31,intercity,7143
2024-11-01,intercity,6917
2024-11-02,intercity,7226
2024-11-03,intercity,5952
2024-11-04,intercity,2889
2024-11-05,intercity,2302
2024-11-06,intercity,2721
2024-11-07,intercity,4783
2024-11-08,intercity,4755
2024-11-09,intercity,6493
2024-11-10,intercity,4901
2024-11-11,intercity,2401
2024-11-12,intercity,2163
2024-11-13,intercity,2430
2024-11-14,intercity,4510
2024-11-15,intercity,5489
2024-11-16,intercity,6313
2024-11-17,intercity,4699
2024-11-18,intercity,2386
2024-11-19,intercity,2206
2024-11-20,intercity,2301
2024-11-21,intercity,4226
2024-11-22,intercity,4559
2024-11-23,intercity,5352
2024-11-24,intercity,4153
2024-11-25,intercity,2951
2024-11-26,intercity,2187
2024-11-27,intercity,2493
2024-11-28,intercity,2368
2024-11-29,intercity,2150
2024-11-30,intercity,3465
2024-12-01,intercity,2329
2024-12-02,intercity,1191
2024-12-03,intercity,1203
2024-12-04,intercity,1504
2024-12-05,intercity,2923
2024-12-06,intercity,3780
2024-12-07,intercity,4656
2024-12-08,intercity,3715
2024-12-09,intercity,2793
2024-12-10,intercity,2180
2024-12-11,intercity,2227
2024-12-12,intercity,3123
2024-12-13,intercity,4069
2024-12-14,intercity,3943
2024-12-15,intercity,3768
2024-12-16,intercity,3055
2024-12-17,intercity,2432
2024-12-18,intercity,2973
2024-12-19,intercity,4550
2024-12-20,intercity,5098
2024-12-21,intercity,5573
2024-12-22,intercity,5511
2024-12-23,intercity,5474
2024-12-24,intercity,5354
2024-12-25,intercity,6367
2024-12-26,intercity,6469
2024-12-27,intercity,5883
2024-12-28,intercity,6108
